school,homepage,name,areas
University of Waterloo,https://cs.uwaterloo.ca/~ilyas/,Ihab F. Ilyas,"[""mod""]"
Washington State University,http://www.eecs.wsu.edu/~cook/,Diane J. Cook,"[""ai"",""robotics"",""mlmining""]"
University of Zurich,http://www.ifi.uzh.ch/bi/people/hu,Daning Hu,
University of Georgia,http://cobweb.cs.uga.edu/~laks/,Lakshmish Ramaswamy,"[""ir"",""comm""]"
Cornell University,http://tech.cornell.edu/people/thomas-ristenpart,Thomas Ristenpart,"[""metrics"",""crypt"",""sec""]"
University of British Columbia,http://www.cs.ubc.ca/~little/,James J. Little,"[""robotics"",""vision""]"
University of Michigan,http://web.eecs.umich.edu/~kgshin/,Kang G. Shin,"[""mobile"",""comm"",""robotics"",""sec"",""ops""]"
Northeastern University,http://www.franktip.org/,Frank Tip,"[""soft"",""plan""]"
North Carolina State University,http://menzies.us/,Tim Menzies,"[""soft""]"
New Mexico State University,http://www.cs.nmsu.edu/~yjin/,Yuho Jin,"[""arch""]"
University of Michigan,https://www.eecs.umich.edu/eecs/faculty/eecsfaculty.html?uniqname=ghw,Gregory H. Wakefield,
George Mason University,http://mason.gmu.edu/~kersch/,Larry Kerschberg,
University of Waterloo,https://cs.uwaterloo.ca/~vanbeek/,Peter J. L. van Beek,
University of Illinois - Chicago,https://www.cs.uic.edu/~wolfson/,Ouri Wolfson,
University of Arizona,http://elmo.sbs.arizona.edu/sandiway/,Sandiway Fong,
Carnegie Mellon University,http://www.cs.cmu.edu/~epxing/,Eric P. Xing,"[""bio"",""robotics"",""nlp"",""ops"",""ai"",""ir"",""mlmining"",""vision"",""mod""]"
University of Waikato,http://www.cms.waikato.ac.nz/people/anupama,Anupama Krishnan,
Stony Brook University,http://compas.cs.stonybrook.edu/~nhonarmand/,Nima Honarmand,"[""arch"",""plan""]"
University of California - Berkeley,http://www.cs.berkeley.edu/~johnw,John Wawrzynek,"[""hpc"",""da""]"
ETH Zurich,http://people.inf.ethz.ch/gaertner/,Bernd Gärtner,"[""mlmining"",""act""]"
Auburn University,http://www.google.com/search?q=Cheryl%20Seals%20Auburn%20University&btnI,Cheryl Seals,
University of Melbourne,http://people.eng.unimelb.edu.au/tcohn/,Trevor Cohn,"[""ai"",""nlp"",""mlmining""]"
Rutgers University,https://www.cs.rutgers.edu/~imielins/,Tomasz Imielinski,"[""mod""]"
DIKU,http://image.diku.dk/marleen/,Marleen de Bruijne,"[""mlmining""]"
University of Utah,http://www.pascucci.org/,Valerio Pascucci,"[""hpc"",""graph""]"
Texas A&M University,https://engineering.tamu.edu/cse/people/huang-ruihong,Ruihong Huang,"[""ai"",""nlp""]"
University of Bristol,http://www.google.com/search?q=Martijn%20Stam%20University%20of%20Bristol&btnI,Martijn Stam,"[""crypt""]"
University of Kent,https://www.cs.kent.ac.uk/people/staff/lb514/,Laura Bocchi,
University of Tartu,https://scholar.google.com/citations?user=ly9UiYMAAAAJ,Luciano García-Bañuelos,
University of California - San Diego,http://pages.ucsd.edu/~ztu/,Zhuowen Tu,"[""ai"",""vision""]"
Australian National University,http://users.cecs.anu.edu.au/~sgould/,Stephen Gould,"[""ai"",""robotics"",""vision"",""mlmining""]"
University of Luxembourg,http://icr.uni.lu/leonvandertorre/,Leon van der Torre,
Johns Hopkins University,http://www.cs.jhu.edu/~mdredze/,Mark Dredze,"[""ai"",""nlp"",""mlmining"",""chi""]"
Georgia Institute of Technology,https://pe.gatech.edu/executive-leadership-team/leo-mark-phd,Leo Mark,
Carnegie Mellon University,https://www.cs.cmu.edu/~emc/,Edmund M. Clarke,"[""soft"",""log"",""da""]"
Columbia University,http://www.cs.columbia.edu/~martha/,Martha Mercaldi,"[""arch""]"
Northeastern University,http://www.google.com/search?q=Andrea%20Grimes%20Parker%20Northeastern%20University&btnI,Andrea Grimes Parker,"[""chi""]"
University of Western Australia,http://staffhome.ecm.uwa.edu.au/~00051632/,Mohammed Bennamoun,"[""robotics"",""vision"",""mlmining""]"
University of Cambridge,http://www.cl.cam.ac.uk/~sbh11/,Sean B. Holden,"[""mlmining""]"
University of Washington,http://homes.cs.washington.edu/~djg/,Dan Grossman,"[""ops"",""arch"",""sec"",""plan"",""soft"",""mod""]"
University of Texas - Dallas,http://www.utdallas.edu/~gupta/,Gopal Gupta,
Simon Fraser University,http://www.cs.sfu.ca/~mhefeeda,Mohamed Hefeeda,"[""hpc"",""graph"",""comm"",""vision"",""mod""]"
Australian National University,https://cecs.anu.edu.au/people/wojciech-lipinski,Wojciech Lipinski,
Stanford University,http://hci.stanford.edu/msb/,Michael S. Bernstein,"[""chi"",""ir"",""vision""]"
Ecole Normale Superieure de Cachan,http://www.lsv.ens-cachan.fr/~demri/,Stéphane Demri,"[""log""]"
University of Toronto,http://www.cs.toronto.edu/~brudno/,Michael Brudno,"[""ai"",""bio"",""mlmining"",""ops""]"
Brandeis University,http://www.cs.brandeis.edu/~mairson/,Harry G. Mairson,
University of Central Florida,http://www.eecs.ucf.edu/~gitars/,Gita Reese Sukthankar,"[""ai""]"
University of Auckland,https://unidirectory.auckland.ac.nz/profile/r-nicolescu,Radu Nicolescu,
CUNY,http://url.cs.qc.cuny.edu/,Changhe Yuan,"[""ai""]"
Georgetown University,http://people.cs.georgetown.edu/~mahe/,Mahe Velauthapillai,
University of Illinois - Chicago,https://www.cs.uic.edu/Ziebart,Brian D. Ziebart,"[""ai"",""chi"",""robotics"",""vision"",""mlmining""]"
University of Oregon,https://ix.cs.uoregon.edu/~xiaodiwu/,Xiaodi Wu,"[""act""]"
University of Central Florida,http://www.cs.ucf.edu/~shzhang/,Shaojie Zhang,"[""bio""]"
University of Edinburgh,http://homepages.inf.ed.ac.uk/mfallon2/,Maurice F. Fallon,"[""robotics""]"
Massachusetts Institute of Technology,https://www.csail.mit.edu/user/1522,Victor Zue,"[""nlp""]"
Ohio State University,http://web.cse.ohio-state.edu/~fosler/,Eric Fosler,
University of Notre Dame,https://engineering.nd.edu/profiles/astriegel,Aaron D. Striegel,
Aarhus University,http://www.cs.au.dk/~peyman/,Peyman Afshani,"[""act""]"
University of Toronto,http://www.cs.toronto.edu/~gpenn/,Gerald Penn,"[""nlp"",""chi""]"
University of Massachusetts - Amherst,https://emeryberger.com/,Emery Berger,
Victoria University of Wellington,http://ecs.victoria.ac.nz/Main/QiangFu,Qiang Fu,"[""mlmining"",""graph"",""ops"",""soft"",""mod""]"
University of Warsaw,https://www.researchgate.net/profile/Anna_Zych3,Anna Zych,"[""act""]"
Technion - Israel Institute of Technology,http://www.cs.technion.ac.il/~yogi/,Joseph Yossi Gil,
University of Chicago,https://www.cs.uchicago.edu/directory/anne-rogers,Anne Rogers,"[""mlmining""]"
University of Auckland,https://www.compevol.auckland.ac.nz/dr-alexei-drummond,Alexei Drummond,
New York University,http://bregler.com/,Chris Bregler,"[""graph""]"
Carnegie Mellon University,https://www.hcii.cmu.edu/people/justine-cassell,Justine Cassell,"[""nlp"",""chi"",""graph""]"
Emory University,http://www.mathcs.emory.edu/~jlu/,James J. Lu,
University of Waikato,http://www.waikato.ac.nz/php/research.php?mode=show&author=simonl,Simon J. Laing,
EPFL,http://www.brynosaurus.com/,Bryan Ford,"[""comm"",""sec"",""plan"",""arch"",""ops""]"
University of Alberta,https://webdocs.cs.ualberta.ca/~pierreb/,Pierre Boulanger,"[""chi"",""robotics""]"
Oregon State University,http://eecs.oregonstate.edu/~erwig,Martin Erwig,"[""soft"",""plan""]"
University of Southern California,http://ee.usc.edu/faculty_staff/faculty_directory/requicha.htm,Aristides A. G. Requicha,"[""robotics""]"
University of Washington,http://homes.cs.washington.edu/~fox/,Dieter Fox,"[""ai"",""chi"",""robotics"",""vision"",""mlmining""]"
University of Tartu,http://www.ut.ee/en/harmel-nestra,Härmel Nestra,
Stanford University,http://crypto.stanford.edu/~dabo/,Dan Boneh,"[""crypt"",""ir"",""sec"",""arch"",""act""]"
University of Wisconsin - Madison,http://pages.cs.wisc.edu/~suman/,Suman Banerjee,"[""mobile"",""metrics"",""comm"",""ops""]"
UNSW,http://www.cse.unsw.edu.au/~kaie/,Kai Engelhardt,"[""sec"",""plan"",""ops""]"
University of Illinois at Urbana-Champaign,http://oulu.cs.illinois.edu/,Steven M. LaValle,"[""ai"",""robotics""]"
University of Edinburgh,http://homepages.inf.ed.ac.uk/mvanross/,Mark C. W. van Rossum,
Naval Postgraduate School,http://faculty.nps.edu/vitae/cgi-bin/vita.cgi?p=display_vita&id=1023567704,Thomas Otani,
University of Montreal,https://www.iro.umontreal.ca/~gendron/,Bernard Gendron,
University of California - Davis,http://www.stat.ucdavis.edu/~chohsieh/,Cho-Jui Hsieh,"[""ai"",""mlmining"",""ir"",""mod""]"
University of California - Davis,http://graphics.cs.ucdavis.edu/~hamann/,Bernd Hamann,"[""hpc""]"
University of California - Riverside,http://www.cs.ucr.edu/~najjar/,Walid A. Najjar,"[""arch"",""da""]"
Northeastern University,https://www.ccis.northeastern.edu/people/tina-eliassi-rad/,Tina Eliassi-Rad,"[""mlmining""]"
University of Auckland,https://www.cs.auckland.ac.nz/~bmk/,Bakhadyr Khoussainov,"[""log""]"
Cornell University,http://www.cs.cornell.edu/~jgm/,Greg Morrisett,"[""sec"",""plan""]"
University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Thomas_Thorne.html,Tommy Thorne,
University of Salerno,http://www.unisa.it/docenti/robertotagliaferri/en/index,Roberto Tagliaferri,
ETH Zurich,https://www.crypto.ethz.ch/~maurer/,Ueli Maurer,"[""hpc"",""crypt"",""sec"",""act""]"
University of Bristol,http://bioinformatics.bris.ac.uk/people/julian_gough.html,Julian Gough,
Stanford University,https://theory.stanford.edu/~aiken/,Alex Aiken,"[""soft"",""log"",""ops"",""chi"",""mlmining"",""sec"",""plan"",""hpc"",""arch""]"
University of Southern California,http://zhoulab.usc.edu/,Xianghong Jasmine Zhou,"[""bio"",""mlmining""]"
Washington University - St. Louis,http://www.cse.wustl.edu/~jbuhler/,Jeremy D. Buhler,
Johns Hopkins University,http://www.cs.jhu.edu/~misha/,Michael M. Kazhdan,"[""graph"",""vision""]"
University of Edinburgh,http://homepages.inf.ed.ac.uk/jda/,Douglas B. Armstrong,
University of California - Berkeley,http://www.cs.berkeley.edu/~fox,Armando Fox,"[""ops"",""mobile"",""chi"",""mlmining"",""comm"",""plan"",""mod""]"
Colorado State University,http://www.cs.colostate.edu/~shrideep/,Shrideep Pallickara,"[""hpc""]"
Texas A&M University,http://irl.cs.tamu.edu/people/dmitri/,Dmitri Loguinov,"[""metrics"",""ir"",""comm""]"
University of Massachusetts - Lowell,http://www.google.com/search?q=Jim%20Canning%20University%20of%20Massachusetts%20-%20Lowell&btnI,Jim Canning,
University of Nevada,https://www.cse.unr.edu/~sushil/,Sushil J. Louis,"[""robotics""]"
Australian National University,http://users.cecs.anu.edu.au/~hongdong/,Hongdong Li,"[""vision""]"
University of California - Irvine,https://www.ics.uci.edu/~givargis/,Tony Givargis,"[""da""]"
Technion - Israel Institute of Technology,http://www.cs.technion.ac.il/~yahave/,Eran Yahav,"[""mlmining"",""soft"",""plan"",""log""]"
TU Dresden,http://www.inf.tu-dresden.de/?node_id=627&ln=en,Heiko Vogler,"[""nlp""]"
University of California - San Diego,http://cseweb.ucsd.edu/~trosing/,Tajana Simunic,"[""mobile"",""da""]"
University of Luxembourg,http://wwwen.uni.lu/snt/people/alex_biryukov,Alex Biryukov,"[""crypt"",""sec""]"
RWTH Aachen,http://www.rwth-aachen.de/cms/root/Die-RWTH/Jobs-Ausbildung/Berufungen-an-der-RWTH-Aachen/Neuberufene/~kgfh/Univ-Prof-Torsten-Wolfgang-Kuhlen/lidx/1/,Torsten W. Kuhlen,
UNSW,http://www.cse.unsw.edu.au/~carrollm/,Carroll C. Morgan,
Carnegie Mellon University,http://www.cs.cmu.edu/~brookes/,Stephen D. Brookes,
Dartmouth College,http://www.cs.dartmouth.edu/~lkf/papers.html,Lisa Fleischer,"[""act""]"
Massey University,http://www.massey.ac.nz/massey/expertise/profile.cfm?stref=511200,Paul John Lyons,
University of Tennessee,http://www.eecs.utk.edu/people/faculty/jhollema/,Jeremy H. Holleman,
George Mason University,http://www.google.com/search?q=Dana%20S.%20Richards%20George%20Mason%20University&btnI,Dana S. Richards,
University of Tennessee,http://www.google.com/search?q=Gong%20Gu%20University%20of%20Tennessee&btnI,Gong Gu,
University of Athens,http://cgi.di.uoa.gr/~arkas/,Dimitris Varoutas,
Virginia Tech,https://people.cs.vt.edu/~dongyoon/,Dongyoon Lee,"[""soft"",""arch"",""plan"",""ops""]"
Rutgers University,https://www.cs.rutgers.edu/~gerasoul/,Apostolos Gerasoulis,
University of Nebraska,http://cse.unl.edu/~sscott/,Stephen Scott,
Northeastern University,http://www.northeastern.edu/bouve/directory/matthew-goodwin/,Matthew S. Goodwin,"[""chi"",""vision""]"
North Carolina State University,http://people.engr.ncsu.edu/cflynch/,Collin F. Lynch,
UNSW,http://www.google.com/search?q=Lingkan%20Gong%20UNSW&btnI,Lingkan Gong,
Ohio State University,https://cse.osu.edu/people/ritter.1492,Alan Ritter,"[""ai"",""nlp"",""ir"",""vision"",""mlmining""]"
TU Munich,http://www6.in.tum.de/Main/Hirzinge,Gerd Hirzinger,"[""robotics"",""vision""]"
Concordia University,http://www.google.com/search?q=G%C3%B6sta%20Grahne%20Concordia%20University&btnI,Gösta Grahne,"[""mod""]"
Washington University - St. Louis,http://www.cse.wustl.edu/~furukawa/,Yasutaka Furukawa,"[""vision""]"
Massey University,http://www.massey.ac.nz/massey/expertise/profile.cfm?stref=455100,Giovanni Moretti,
Ohio State University,http://web.cse.ohio-state.edu/~cstewart/,Christopher Stewart,"[""metrics"",""arch"",""comm"",""ops""]"
Ecole Normale Superieure de Lyon,http://www.google.com/search?q=Adrien%20Basso-Blandin%20Ecole%20Normale%20Superieure%20de%20Lyon&btnI,Adrien Basso-Blandin,
University of Cambridge,http://www.cl.cam.ac.uk/~rnw24/,Robert N. M. Watson,"[""comm"",""plan"",""sec"",""arch"",""ops""]"
University of California - Santa Barbara,http://www.cs.ucsb.edu/~rachel.lin/,Huijia Lin,"[""crypt"",""sec"",""act""]"
Harvard University,https://www.seas.harvard.edu/directory/mickens,James W. Mickens,"[""sec"",""comm"",""ops""]"
University of Illinois at Urbana-Champaign,http://madhu.cs.illinois.edu/,P. Madhusudan,"[""log"",""ir"",""sec"",""plan"",""act"",""soft""]"
University of Michigan,https://web.eecs.umich.edu/~harshavm/,Harsha V. Madhyastha,"[""ops"",""mobile"",""ir"",""metrics"",""sec"",""comm""]"
University of Texas - Dallas,http://cs.utdallas.edu/people/faculty/moldovan-dan/,Dan I. Moldovan,"[""ai"",""nlp"",""ir""]"
University of Otago,http://www.cs.otago.ac.nz/staff/Sandy_Garner,Sandy Garner,
Indiana University,http://wphomes.soic.indiana.edu/connelly/,Kay H. Connelly,
Ohio State University,http://web.cse.ohio-state.edu/~dwang/,DeLiang Wang,"[""mlmining""]"
University of Waterloo,https://cs.uwaterloo.ca/faculty-staff/contacts/grant-weddell,Grant E. Weddell,"[""ai"",""mod""]"
Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/nathalie.revol/,Claude-Pierre Jeannerod,
University of Edinburgh,http://homepages.inf.ed.ac.uk/ngoddard/,Nigel H. Goddard,"[""mlmining""]"
University of Texas - Austin,https://www.cs.utexas.edu/~klivans/,Adam R. Klivans,"[""mlmining"",""act""]"
University of Cambridge,http://www.cl.cam.ac.uk/~mgk25/,Markus Kuhn,
University of California - Irvine,http://www.ics.uci.edu/~dillenco/,Michael B. Dillencourt,"[""hpc""]"
Stanford University,http://www.bailis.org/,Peter Bailis,"[""mobile"",""da"",""mod""]"
University of Florida,http://www.cise.ufl.edu/~helmy/,Ahmed Helmy,"[""mobile"",""comm""]"
University of Texas - Dallas,http://www.utdallas.edu/~weiliwu/,Weili Wu,"[""mlmining"",""comm"",""act""]"
Worcester Polytechnic Institute,http://www.cs.wpi.edu/~claypool/,Mark Claypool,"[""comm""]"
University of Texas - Austin,http://www.cs.utexas.edu/~rossbach/,Christopher J. Rossbach,"[""arch"",""plan"",""ops""]"
Monash University,http://www.sims.monash.edu.au/staff/fb/,Frada Burstein,
University of California - Santa Barbara,http://www.cs.ucsb.edu/~mturk/,Matthew Turk,"[""graph"",""vision"",""chi""]"
DIKU,http://ku-dk.academia.edu/MatthewLiptrot,Matthew G. Liptrot,
Michigan State University,http://www.cse.msu.edu/~sandeep/,Sandeep Kulkarni,
University of Rochester,http://www.cs.rochester.edu/~james/,James F. Allen,"[""ai"",""nlp""]"
Australian National University,https://cecs.anu.edu.au/people/marco-ernst,Marco Ernst,
University of Massachusetts - Amherst,https://www.cics.umass.edu/~arun,Arun Venkataramani,"[""mobile"",""metrics"",""comm"",""ops""]"
University of Waikato,http://www.cms.waikato.ac.nz/people/tomasgf,Tomás García Ferrari,
University of Toronto,http://archive.kmdi.utoronto.ca/people/bios/CalvinGotlieb.aspx,Kelly Gotlieb,
University of California - Irvine,https://www.ics.uci.edu/~sharad/,Sharad Mehrotra,"[""ir"",""comm"",""mod""]"
University of Georgia,http://cobweb.cs.uga.edu/~kochut/,Krys Kochut,
University of Florida,https://www.cise.ufl.edu/people/faculty/ranka,Sanjay Ranka,"[""bio"",""mlmining"",""comm"",""da""]"
University of Edinburgh,http://homepages.inf.ed.ac.uk/alex/,Alex Lascarides,"[""nlp""]"
University of Edinburgh,http://homepages.inf.ed.ac.uk/npt/,Nigel P. Topham,"[""arch"",""plan"",""da""]"
University of Nevada,http://www.google.com/search?q=Lei%20Yang%200001%20University%20of%20Nevada&btnI,Lei Yang 0001,"[""comm""]"
University of Zurich,http://www.csg.uzh.ch/staff/stiller.html,Burkhard Stiller,"[""comm""]"
University of California - Irvine,https://www.ics.uci.edu/~eli/,Eli Bozorgzadeh,"[""da""]"
University of Calgary,http://networks.cpsc.ucalgary.ca/mea/,Mea Wang,"[""comm""]"
University of Utah,https://www.cs.utah.edu/~cohen/,Elaine Cohen,"[""graph"",""robotics""]"
University of Kentucky,https://www.cs.uky.edu/~calvert/,Kenneth L. Calvert,"[""comm""]"
Carnegie Mellon University,http://www.cs.cmu.edu/~bam/,Brad A. Myers,"[""ai"",""chi"",""soft"",""ops""]"
University of California - Davis,http://web.cs.ucdavis.edu/~rubio/,Cindy Rubio-González,"[""hpc"",""soft"",""plan""]"
Rochester Institute of Technology,http://www.jucs.org/jucs_articles_by_author/Hemaspaandra_Edith/BusinessCard,Edith Spaan,
University of Oxford,http://www.cs.ox.ac.uk/people/michael.wooldridge/,Michael J. Wooldridge,"[""ai""]"
University of Utah,https://www.cs.utah.edu/~kirby/,Robert Michael Kirby,
University of Arizona,https://www.cs.arizona.edu/~pete/,Peter J. Downey,
University of Oxford,https://www.cs.ox.ac.uk/luke.ong/,Luke Ong,"[""log""]"
Aarhus University,http://cs.au.dk/~tdh/,Thomas Dueholm Hansen,"[""hpc"",""ai"",""act""]"
Australian National University,http://users.cecs.anu.edu.au/~parastoo/,Parastoo Sadeghi,"[""vision""]"
Victoria University of Wellington,http://www.google.com/search?q=Bhujanga%20Chakrabarti%20Victoria%20University%20of%20Wellington&btnI,Bhujanga Chakrabarti,
University of Salerno,http://mivia.unisa.it/people/foggia/,Pasquale Foggia,"[""ai""]"
Naval Postgraduate School,http://www.google.com/search?q=Arijit%20Das%20Naval%20Postgraduate%20School&btnI,Arijit Das,
Kansas State University,http://people.cis.ksu.edu/~rvprasad,Venkatesh-Prasad Ranganath,"[""soft""]"
University of Southern California,https://sruti.usc.edu/,Ramesh Govindan,"[""ops"",""mobile"",""chi"",""robotics"",""metrics"",""comm"",""plan"",""soft""]"
Aarhus University,http://au.dk/en/ocaprani@cs,Ole Caprani,
Florida State University,http://www.cs.fsu.edu/~engelen/,Robert van Engelen,"[""hpc""]"
EPFL,https://people.epfl.ch/joseph.sifakis,Joseph Sifakis,"[""log""]"
